lat,lon,p_anomalous
38.7345,-120.4767,0.3
38.7354,-120.4574,0.27
38.7323,-120.4227,0.73
38.7142,-120.4807,0.896520618556701
38.7019,-120.455,0.19
38.7061,-120.4232,0.18
38.6842,-120.4009,0.975
38.6779,-120.4215,0.88
38.6831,-120.448,0.18
38.6842,-120.4735,0.315
38.651,-120.4307,0.905
38.6519,-120.4539,0.95
38.6528,-120.479,0.15
38.5988,-120.4201,0.98
38.6091,-120.4546,0.995
38.6035,-120.4757,0.99
38.5766,-120.4207,0.95
38.5794,-120.4512,0.99
38.5817,-120.4827,0.99
38.5474,-120.45,0.995
38.546,-120.4292,1.0
38.5444,-120.4822,0.975
38.52,-120.454,0.955
38.5136,-120.4833,0.85
38.5273,-120.4317,0.94
