lat,lon,Th,Ce,La,P,U,Au,As,Ti,Fe,Zr,Y,Cr,Nb,Hf,Sc,W,lab_id
38.8296,-120.8938,3.0,13.0,7.0,303.0,0.7,,,3826.0,6.29,17.0,13.0,794.0,5.0,-15.0,20.0,,5189969
38.8503,-120.8436,6.0,29.0,16.0,314.0,2.3,,,2714.0,3.82,35.0,8.0,18.0,4.0,-15.0,13.0,,5189970
38.783,-120.8157,-2.0,30.0,15.0,347.0,2.3,,,2516.0,3.35,46.0,7.0,87.0,5.0,-15.0,11.0,,5189973
38.8134,-120.8205,5.0,19.0,10.0,329.0,1.1,,,2685.0,6.25,10.0,15.0,249.0,-4.0,-15.0,30.0,,5189974
38.8266,-120.7996,7.0,31.0,16.0,240.0,2.8,,,3570.0,2.51,45.0,10.0,101.0,7.0,-15.0,8.0,,5189975
38.8538,-120.7886,9.0,49.0,25.0,567.0,2.7,,,6849.0,5.01,43.0,22.0,87.0,15.0,-15.0,19.0,,5189976
38.8609,-120.7616,12.0,37.0,13.0,211.0,4.2,,,4897.0,2.75,65.0,6.0,51.0,12.0,-15.0,9.0,,5189977
38.8857,-120.7611,13.0,31.0,16.0,211.0,3.2,,,6605.0,2.73,66.0,5.0,50.0,13.0,-15.0,8.0,,5189978
38.908,-120.7734,10.0,44.0,20.0,245.0,4.3,,,9746.0,3.55,72.0,6.0,59.0,21.0,-15.0,9.0,,5189979
38.8938,-120.7968,16.0,42.0,12.0,222.0,6.0,,,4756.0,2.05,114.0,4.0,71.0,16.0,-15.0,11.0,,5189980
38.9239,-120.7765,9.0,37.0,18.0,309.0,4.4,,,5425.0,4.18,79.0,6.0,83.0,12.0,-15.0,11.0,,5189981
38.9351,-120.7931,7.0,45.0,24.0,329.0,5.2,,,7258.0,3.69,118.0,10.0,56.0,13.0,-15.0,8.0,,5189982
38.9643,-120.5963,,,,,,,,,,,,,,,,,5190044
38.9443,-120.765,-2.0,59.0,29.0,588.0,2.9,,,6671.0,6.69,141.0,10.0,81.0,9.0,25.0,20.0,,5189983
38.9464,-120.812,7.0,66.0,32.0,317.0,2.9,,,7131.0,4.39,56.0,18.0,80.0,23.0,-15.0,15.0,,5189984
38.9463,-120.8404,6.0,46.0,23.0,797.0,3.0,,,5890.0,5.67,109.0,12.0,70.0,10.0,-15.0,15.0,,5189985
38.9234,-120.85,3.0,14.0,14.0,495.0,1.7,,,2740.0,8.02,19.0,18.0,22.0,-4.0,-15.0,33.0,,5189986
38.9215,-120.8104,9.0,41.0,21.0,480.0,4.1,,,4987.0,3.33,65.0,6.0,122.0,11.0,-15.0,12.0,,5189987
38.8993,-120.8406,4.0,12.0,6.0,255.0,1.6,,,3296.0,4.83,20.0,4.0,31.0,4.0,-15.0,20.0,,5189988
38.8783,-120.8451,3.0,25.0,19.0,335.0,1.3,,,4185.0,5.44,23.0,16.0,142.0,6.0,-15.0,22.0,,5189989
